w_rad_s,Gc_hinf_mag,Gc_youlah_mag,Gc_reduced_mag,Gc_discrete_mag
1.811609e+00,6.171758e+01,6.171930e+01,6.171930e+01,6.171929e+01
1.844382e+00,6.062091e+01,6.062260e+01,6.062260e+01,6.062258e+01
1.877748e+00,5.954373e+01,5.954539e+01,5.954538e+01,5.954537e+01
1.911718e+00,5.848569e+01,5.848731e+01,5.848731e+01,5.848729e+01
1.946302e+00,5.744645e+01,5.744804e+01,5.744804e+01,5.744802e+01
1.981512e+00,5.642568e+01,5.642723e+01,5.642723e+01,5.642721e+01
2.017359e+00,5.542304e+01,5.542457e+01,5.542456e+01,5.542455e+01
2.053854e+00,5.443822e+01,5.443972e+01,5.443971e+01,5.443969e+01
2.091009e+00,5.347090e+01,5.347236e+01,5.347236e+01,5.347234e+01
2.128837e+00,5.252077e+01,5.252220e+01,5.252220e+01,5.252218e+01
2.167349e+00,5.158752e+01,5.158892e+01,5.158892e+01,5.158890e+01
2.206557e+00,5.067085e+01,5.067223e+01,5.067223e+01,5.067221e+01
2.246475e+00,4.977047e+01,4.977182e+01,4.977182e+01,4.977180e+01
2.287116e+00,4.888609e+01,4.888742e+01,4.888741e+01,4.888739e+01
2.328491e+00,4.801743e+01,4.801872e+01,4.801872e+01,4.801870e+01
2.370615e+00,4.716420e+01,4.716547e+01,4.716547e+01,4.716544e+01
2.413500e+00,4.632613e+01,4.632737e+01,4.632737e+01,4.632735e+01
2.457162e+00,4.550295e+01,4.550417e+01,4.550417e+01,4.550415e+01
2.501614e+00,4.469440e+01,4.469560e+01,4.469560e+01,4.469557e+01
2.546869e+00,4.390021e+01,4.390139e+01,4.390139e+01,4.390137e+01
2.592944e+00,4.312014e+01,4.312130e+01,4.312129e+01,4.312127e+01
2.639852e+00,4.235393e+01,4.235506e+01,4.235506e+01,4.235504e+01
2.687608e+00,4.160133e+01,4.160244e+01,4.160244e+01,4.160242e+01
2.736229e+00,4.086211e+01,4.086320e+01,4.086320e+01,4.086317e+01
2.785729e+00,4.013602e+01,4.013709e+01,4.013709e+01,4.013706e+01
2.836124e+00,3.942284e+01,3.942388e+01,3.942388e+01,3.942386e+01
2.887431e+00,3.872232e+01,3.872335e+01,3.872335e+01,3.872332e+01
2.939667e+00,3.803426e+01,3.803526e+01,3.803526e+01,3.803524e+01
2.992847e+00,3.735842e+01,3.735940e+01,3.735940e+01,3.735938e+01
3.046990e+00,3.669459e+01,3.669555e+01,3.669555e+01,3.669553e+01
3.102111e+00,3.604255e+01,3.604350e+01,3.604350e+01,3.604347e+01
3.158231e+00,3.540210e+01,3.540303e+01,3.540303e+01,3.540300e+01
3.215365e+00,3.477303e+01,3.477395e+01,3.477395e+01,3.477392e+01
3.273533e+00,3.415514e+01,3.415604e+01,3.415604e+01,3.415601e+01
3.332753e+00,3.354823e+01,3.354911e+01,3.354911e+01,3.354908e+01
3.393044e+00,3.295210e+01,3.295296e+01,3.295296e+01,3.295293e+01
3.454427e+00,3.236656e+01,3.236741e+01,3.236741e+01,3.236738e+01
3.516919e+00,3.179143e+01,3.179226e+01,3.179226e+01,3.179223e+01
3.580542e+00,3.122652e+01,3.122734e+01,3.122734e+01,3.122730e+01
3.645317e+00,3.067164e+01,3.067245e+01,3.067245e+01,3.067241e+01
3.711263e+00,3.012663e+01,3.012742e+01,3.012742e+01,3.012738e+01
3.778402e+00,2.959130e+01,2.959207e+01,2.959207e+01,2.959204e+01
3.846755e+00,2.906548e+01,2.906624e+01,2.906624e+01,2.906620e+01
3.916345e+00,2.854901e+01,2.854975e+01,2.854975e+01,2.854971e+01
3.987194e+00,2.804171e+01,2.804244e+01,2.804244e+01,2.804240e+01
4.059325e+00,2.754342e+01,2.754414e+01,2.754414e+01,2.754410e+01
4.132761e+00,2.705399e+01,2.705470e+01,2.705470e+01,2.705466e+01
4.207525e+00,2.657326e+01,2.657395e+01,2.657395e+01,2.657391e+01
4.283642e+00,2.610107e+01,2.610175e+01,2.610175e+01,2.610171e+01
4.361135e+00,2.563727e+01,2.563794e+01,2.563794e+01,2.563790e+01
4.440031e+00,2.518171e+01,2.518236e+01,2.518236e+01,2.518232e+01
4.520354e+00,2.473425e+01,2.473489e+01,2.473489e+01,2.473485e+01
4.602130e+00,2.429473e+01,2.429536e+01,2.429536e+01,2.429532e+01
4.685385e+00,2.386303e+01,2.386365e+01,2.386365e+01,2.386360e+01
4.770146e+00,2.343899e+01,2.343960e+01,2.343960e+01,2.343956e+01
4.856441e+00,2.302249e+01,2.302309e+01,2.302309e+01,2.302305e+01
4.944297e+00,2.261340e+01,2.261398e+01,2.261398e+01,2.261394e+01
5.033742e+00,2.221157e+01,2.221214e+01,2.221214e+01,2.221210e+01
5.124806e+00,2.181688e+01,2.181744e+01,2.181744e+01,2.181740e+01
5.217517e+00,2.142920e+01,2.142976e+01,2.142976e+01,2.142971e+01
5.311905e+00,2.104842e+01,2.104896e+01,2.104896e+01,2.104891e+01
5.408000e+00,2.067439e+01,2.067493e+01,2.067493e+01,2.067488e+01
5.505834e+00,2.030702e+01,2.030754e+01,2.030754e+01,2.030749e+01
5.605438e+00,1.994617e+01,1.994669e+01,1.994669e+01,1.994663e+01
5.706844e+00,1.959173e+01,1.959224e+01,1.959224e+01,1.959219e+01
5.810084e+00,1.924360e+01,1.924409e+01,1.924409e+01,1.924404e+01
5.915192e+00,1.890164e+01,1.890213e+01,1.890213e+01,1.890208e+01
6.022202e+00,1.856577e+01,1.856625e+01,1.856625e+01,1.856619e+01
6.131147e+00,1.823586e+01,1.823633e+01,1.823633e+01,1.823627e+01
6.242063e+00,1.791181e+01,1.791228e+01,1.791228e+01,1.791222e+01
6.354986e+00,1.759353e+01,1.759398e+01,1.759398e+01,1.759392e+01
6.469951e+00,1.728089e+01,1.728134e+01,1.728134e+01,1.728128e+01
6.586996e+00,1.697381e+01,1.697425e+01,1.697425e+01,1.697419e+01
6.706159e+00,1.667219e+01,1.667262e+01,1.667262e+01,1.667256e+01
6.827478e+00,1.637593e+01,1.637635e+01,1.637635e+01,1.637629e+01
6.950991e+00,1.608493e+01,1.608535e+01,1.608535e+01,1.608528e+01
7.076739e+00,1.579911e+01,1.579951e+01,1.579951e+01,1.579945e+01
7.204761e+00,1.551836e+01,1.551876e+01,1.551876e+01,1.551869e+01
7.335099e+00,1.524260e+01,1.524299e+01,1.524299e+01,1.524292e+01
7.467796e+00,1.497174e+01,1.497212e+01,1.497212e+01,1.497205e+01
7.602893e+00,1.470569e+01,1.470607e+01,1.470607e+01,1.470600e+01
7.740434e+00,1.444437e+01,1.444474e+01,1.444474e+01,1.444467e+01
7.880463e+00,1.418769e+01,1.418805e+01,1.418806e+01,1.418798e+01
8.023025e+00,1.393557e+01,1.393593e+01,1.393593e+01,1.393586e+01
8.168167e+00,1.368794e+01,1.368829e+01,1.368829e+01,1.368821e+01
8.315934e+00,1.344470e+01,1.344504e+01,1.344505e+01,1.344497e+01
8.466374e+00,1.320578e+01,1.320612e+01,1.320613e+01,1.320605e+01
8.619536e+00,1.297111e+01,1.297145e+01,1.297145e+01,1.297137e+01
8.775468e+00,1.274061e+01,1.274094e+01,1.274094e+01,1.274086e+01
8.934222e+00,1.251421e+01,1.251453e+01,1.251453e+01,1.251445e+01
9.095847e+00,1.229183e+01,1.229214e+01,1.229214e+01,1.229206e+01
9.260397e+00,1.207340e+01,1.207371e+01,1.207371e+01,1.207362e+01
9.427923e+00,1.185885e+01,1.185915e+01,1.185915e+01,1.185906e+01
9.598480e+00,1.164811e+01,1.164841e+01,1.164841e+01,1.164832e+01
9.772122e+00,1.144112e+01,1.144141e+01,1.144141e+01,1.144132e+01
9.948906e+00,1.123780e+01,1.123809e+01,1.123809e+01,1.123800e+01
1.012889e+01,1.103810e+01,1.103838e+01,1.103838e+01,1.103829e+01
1.031212e+01,1.084194e+01,1.084222e+01,1.084222e+01,1.084213e+01
1.049868e+01,1.064927e+01,1.064954e+01,1.064955e+01,1.064945e+01
1.068860e+01,1.046002e+01,1.046029e+01,1.046030e+01,1.046020e+01
1.088197e+01,1.027414e+01,1.027440e+01,1.027441e+01,1.027431e+01
1.107883e+01,1.009156e+01,1.009182e+01,1.009182e+01,1.009172e+01
1.127925e+01,9.912222e+00,9.912476e+00,9.912479e+00,9.912374e+00
1.148330e+01,9.736071e+00,9.736320e+00,9.736323e+00,9.736216e+00
1.169104e+01,9.563049e+00,9.563294e+00,9.563297e+00,9.563188e+00
1.190254e+01,9.393102e+00,9.393343e+00,9.393346e+00,9.393235e+00
1.211786e+01,9.226174e+00,9.226410e+00,9.226414e+00,9.226301e+00
1.233708e+01,9.062212e+00,9.062444e+00,9.062447e+00,9.062332e+00
1.256027e+01,8.901163e+00,8.901391e+00,8.901394e+00,8.901277e+00
1.278749e+01,8.742975e+00,8.743199e+00,8.743203e+00,8.743084e+00
1.301882e+01,8.587598e+00,8.587818e+00,8.587822e+00,8.587700e+00
1.325434e+01,8.434982e+00,8.435197e+00,8.435201e+00,8.435078e+00
1.349412e+01,8.285076e+00,8.285288e+00,8.285292e+00,8.285166e+00
1.373824e+01,8.137834e+00,8.138043e+00,8.138046e+00,8.137918e+00
1.398677e+01,7.993208e+00,7.993413e+00,7.993417e+00,7.993286e+00
1.423980e+01,7.851152e+00,7.851353e+00,7.851357e+00,7.851224e+00
1.449741e+01,7.711619e+00,7.711816e+00,7.711820e+00,7.711685e+00
1.475967e+01,7.574565e+00,7.574759e+00,7.574763e+00,7.574626e+00
1.502668e+01,7.439946e+00,7.440137e+00,7.440141e+00,7.440001e+00
1.529853e+01,7.307719e+00,7.307906e+00,7.307910e+00,7.307768e+00
1.557529e+01,7.177841e+00,7.178024e+00,7.178029e+00,7.177884e+00
1.585705e+01,7.050270e+00,7.050450e+00,7.050455e+00,7.050307e+00
1.614392e+01,6.924965e+00,6.925142e+00,6.925147e+00,6.924997e+00
1.643597e+01,6.801887e+00,6.802061e+00,6.802065e+00,6.801912e+00
1.673331e+01,6.680995e+00,6.681166e+00,6.681170e+00,6.681014e+00
1.703602e+01,6.562251e+00,6.562418e+00,6.562423e+00,6.562264e+00
1.734421e+01,6.445616e+00,6.445781e+00,6.445785e+00,6.445624e+00
1.765798e+01,6.331053e+00,6.331215e+00,6.331220e+00,6.331055e+00
1.797742e+01,6.218525e+00,6.218684e+00,6.218689e+00,6.218521e+00
1.830265e+01,6.107996e+00,6.108152e+00,6.108158e+00,6.107987e+00
1.863375e+01,5.999431e+00,5.999584e+00,5.999589e+00,5.999416e+00
1.897085e+01,5.892794e+00,5.892945e+00,5.892950e+00,5.892773e+00
1.931404e+01,5.788051e+00,5.788200e+00,5.788205e+00,5.788025e+00
1.966345e+01,5.685170e+00,5.685315e+00,5.685320e+00,5.685137e+00
2.001917e+01,5.584115e+00,5.584258e+00,5.584264e+00,5.584077e+00
2.038133e+01,5.484856e+00,5.484996e+00,5.485002e+00,5.484812e+00
2.075004e+01,5.387360e+00,5.387497e+00,5.387503e+00,5.387310e+00
2.112542e+01,5.291595e+00,5.291730e+00,5.291736e+00,5.291540e+00
2.150759e+01,5.197532e+00,5.197665e+00,5.197671e+00,5.197470e+00
2.189668e+01,5.105139e+00,5.105270e+00,5.105276e+00,5.105072e+00
2.229280e+01,5.014387e+00,5.014516e+00,5.014522e+00,5.014314e+00
2.269609e+01,4.925248e+00,4.925374e+00,4.925380e+00,4.925169e+00
2.310668e+01,4.837691e+00,4.837815e+00,4.837822e+00,4.837606e+00
2.352469e+01,4.751690e+00,4.751811e+00,4.751818e+00,4.751599e+00
2.395027e+01,4.667216e+00,4.667335e+00,4.667342e+00,4.667119e+00
2.438354e+01,4.584242e+00,4.584360e+00,4.584367e+00,4.584139e+00
2.482465e+01,4.502742e+00,4.502858e+00,4.502865e+00,4.502633e+00
2.527375e+01,4.422690e+00,4.422803e+00,4.422810e+00,4.422575e+00
2.573096e+01,4.344059e+00,4.344170e+00,4.344178e+00,4.343938e+00
2.619645e+01,4.266825e+00,4.266934e+00,4.266941e+00,4.266697e+00
2.667036e+01,4.190962e+00,4.191069e+00,4.191077e+00,4.190828e+00
2.715285e+01,4.116446e+00,4.116551e+00,4.116559e+00,4.116306e+00
2.764406e+01,4.043254e+00,4.043357e+00,4.043365e+00,4.043107e+00
2.814415e+01,3.971361e+00,3.971463e+00,3.971471e+00,3.971208e+00
2.865330e+01,3.900745e+00,3.900845e+00,3.900853e+00,3.900586e+00
2.917165e+01,3.831383e+00,3.831481e+00,3.831489e+00,3.831217e+00
2.969939e+01,3.763253e+00,3.763349e+00,3.763357e+00,3.763080e+00
3.023667e+01,3.696332e+00,3.696426e+00,3.696435e+00,3.696153e+00
3.078367e+01,3.630599e+00,3.630692e+00,3.630701e+00,3.630414e+00
3.134056e+01,3.566034e+00,3.566125e+00,3.566134e+00,3.565842e+00
3.190753e+01,3.502615e+00,3.502704e+00,3.502713e+00,3.502416e+00
3.248476e+01,3.440321e+00,3.440409e+00,3.440419e+00,3.440116e+00
3.307243e+01,3.379134e+00,3.379220e+00,3.379230e+00,3.378922e+00
3.367073e+01,3.319033e+00,3.319118e+00,3.319127e+00,3.318814e+00
3.427985e+01,3.259999e+00,3.260082e+00,3.260092e+00,3.259772e+00
3.489999e+01,3.202013e+00,3.202094e+00,3.202105e+00,3.201779e+00
3.553136e+01,3.145056e+00,3.145136e+00,3.145146e+00,3.144815e+00
3.617414e+01,3.089110e+00,3.089189e+00,3.089199e+00,3.088862e+00
3.682855e+01,3.034157e+00,3.034234e+00,3.034245e+00,3.033902e+00
3.749480e+01,2.980179e+00,2.980256e+00,2.980266e+00,2.979917e+00
3.817311e+01,2.927160e+00,2.927235e+00,2.927246e+00,2.926890e+00
3.886368e+01,2.875081e+00,2.875155e+00,2.875166e+00,2.874804e+00
3.956675e+01,2.823927e+00,2.823999e+00,2.824010e+00,2.823642e+00
4.028254e+01,2.773680e+00,2.773751e+00,2.773763e+00,2.773387e+00
4.101127e+01,2.724325e+00,2.724395e+00,2.724407e+00,2.724024e+00
4.175319e+01,2.675846e+00,2.675915e+00,2.675927e+00,2.675537e+00
4.250853e+01,2.628227e+00,2.628294e+00,2.628307e+00,2.627910e+00
4.327753e+01,2.581453e+00,2.581519e+00,2.581531e+00,2.581128e+00
4.406045e+01,2.535508e+00,2.535573e+00,2.535586e+00,2.535175e+00
4.485753e+01,2.490379e+00,2.490443e+00,2.490456e+00,2.490038e+00
4.566903e+01,2.446050e+00,2.446113e+00,2.446126e+00,2.445700e+00
4.649521e+01,2.402508e+00,2.402570e+00,2.402583e+00,2.402149e+00
4.733634e+01,2.359738e+00,2.359798e+00,2.359812e+00,2.359370e+00
4.819268e+01,2.317726e+00,2.317786e+00,2.317800e+00,2.317350e+00
4.906452e+01,2.276460e+00,2.276518e+00,2.276532e+00,2.276075e+00
4.995212e+01,2.235925e+00,2.235982e+00,2.235997e+00,2.235531e+00
5.085579e+01,2.196109e+00,2.196165e+00,2.196180e+00,2.195706e+00
5.177580e+01,2.156999e+00,2.157055e+00,2.157069e+00,2.156586e+00
5.271245e+01,2.118583e+00,2.118637e+00,2.118652e+00,2.118160e+00
5.366605e+01,2.080847e+00,2.080900e+00,2.080916e+00,2.080415e+00
5.463691e+01,2.043781e+00,2.043833e+00,2.043849e+00,2.043339e+00
5.562532e+01,2.007371e+00,2.007422e+00,2.007438e+00,2.006919e+00
5.663162e+01,1.971607e+00,1.971657e+00,1.971673e+00,1.971145e+00
5.765612e+01,1.936476e+00,1.936526e+00,1.936542e+00,1.936004e+00
5.869915e+01,1.901968e+00,1.902017e+00,1.902034e+00,1.901486e+00
5.976105e+01,1.868072e+00,1.868120e+00,1.868137e+00,1.867579e+00
6.084217e+01,1.834776e+00,1.834823e+00,1.834840e+00,1.834272e+00
6.194284e+01,1.802069e+00,1.802116e+00,1.802133e+00,1.801555e+00
6.306342e+01,1.769943e+00,1.769988e+00,1.770006e+00,1.769417e+00
6.420428e+01,1.738385e+00,1.738429e+00,1.738448e+00,1.737848e+00
6.536577e+01,1.707386e+00,1.707429e+00,1.707448e+00,1.706838e+00
6.654828e+01,1.676935e+00,1.676978e+00,1.676997e+00,1.676376e+00
6.775218e+01,1.647024e+00,1.647067e+00,1.647086e+00,1.646453e+00
6.897785e+01,1.617643e+00,1.617684e+00,1.617704e+00,1.617060e+00
7.022570e+01,1.588781e+00,1.588822e+00,1.588842e+00,1.588186e+00
7.149613e+01,1.560430e+00,1.560471e+00,1.560491e+00,1.559823e+00
7.278954e+01,1.532581e+00,1.532621e+00,1.532641e+00,1.531962e+00
7.410635e+01,1.505225e+00,1.505264e+00,1.505285e+00,1.504592e+00
7.544697e+01,1.478352e+00,1.478390e+00,1.478412e+00,1.477707e+00
7.681186e+01,1.451955e+00,1.451992e+00,1.452014e+00,1.451297e+00
7.820143e+01,1.426025e+00,1.426061e+00,1.426084e+00,1.425353e+00
7.961614e+01,1.400553e+00,1.400589e+00,1.400611e+00,1.399867e+00
8.105644e+01,1.375531e+00,1.375566e+00,1.375589e+00,1.374832e+00
8.252280e+01,1.350952e+00,1.350986e+00,1.351010e+00,1.350239e+00
8.401569e+01,1.326807e+00,1.326841e+00,1.326864e+00,1.326079e+00
8.553558e+01,1.303088e+00,1.303122e+00,1.303146e+00,1.302346e+00
8.708298e+01,1.279789e+00,1.279821e+00,1.279846e+00,1.279032e+00
8.865836e+01,1.256900e+00,1.256933e+00,1.256958e+00,1.256129e+00
9.026224e+01,1.234416e+00,1.234448e+00,1.234474e+00,1.233630e+00
9.189514e+01,1.212329e+00,1.212361e+00,1.212386e+00,1.211527e+00
9.355758e+01,1.190632e+00,1.190663e+00,1.190689e+00,1.189814e+00
9.525009e+01,1.169318e+00,1.169348e+00,1.169374e+00,1.168483e+00
9.697322e+01,1.148379e+00,1.148409e+00,1.148436e+00,1.147529e+00
9.872753e+01,1.127810e+00,1.127839e+00,1.127867e+00,1.126943e+00
1.005136e+02,1.107604e+00,1.107632e+00,1.107660e+00,1.106720e+00
1.023319e+02,1.087753e+00,1.087782e+00,1.087810e+00,1.086852e+00
1.041832e+02,1.068253e+00,1.068281e+00,1.068309e+00,1.067334e+00
1.060679e+02,1.049096e+00,1.049123e+00,1.049152e+00,1.048159e+00
1.079867e+02,1.030276e+00,1.030303e+00,1.030333e+00,1.029322e+00
1.099403e+02,1.011788e+00,1.011814e+00,1.011844e+00,1.010815e+00
1.119292e+02,9.936254e-01,9.936511e-01,9.936817e-01,9.926332e-01
1.139540e+02,9.757822e-01,9.758074e-01,9.758385e-01,9.747708e-01
1.160155e+02,9.582528e-01,9.582776e-01,9.583091e-01,9.572219e-01
1.181143e+02,9.410317e-01,9.410560e-01,9.410880e-01,9.399810e-01
1.202511e+02,9.241132e-01,9.241371e-01,9.241697e-01,9.230423e-01
1.224265e+02,9.074921e-01,9.075155e-01,9.075486e-01,9.064006e-01
1.246413e+02,8.911629e-01,8.911859e-01,8.912194e-01,8.900504e-01
1.268961e+02,8.751204e-01,8.751430e-01,8.751770e-01,8.739866e-01
1.291917e+02,8.593594e-01,8.593817e-01,8.594162e-01,8.582040e-01
1.315289e+02,8.438750e-01,8.438969e-01,8.439319e-01,8.426974e-01
1.339083e+02,8.286622e-01,8.286836e-01,8.287191e-01,8.274620e-01
1.363308e+02,8.137160e-01,8.137371e-01,8.137731e-01,8.124929e-01
1.387971e+02,7.990317e-01,7.990524e-01,7.990889e-01,7.977852e-01
1.413080e+02,7.846045e-01,7.846249e-01,7.846619e-01,7.833343e-01
1.438644e+02,7.704300e-01,7.704500e-01,7.704875e-01,7.691355e-01
1.464670e+02,7.565034e-01,7.565231e-01,7.565612e-01,7.551842e-01
1.491167e+02,7.428205e-01,7.428398e-01,7.428783e-01,7.414761e-01
1.518143e+02,7.293767e-01,7.293957e-01,7.294347e-01,7.280067e-01
1.545607e+02,7.161678e-01,7.161864e-01,7.162260e-01,7.147717e-01
1.573568e+02,7.031896e-01,7.032079e-01,7.032480e-01,7.017668e-01
1.602034e+02,6.904379e-01,6.904559e-01,6.904965e-01,6.889880e-01
1.631016e+02,6.779086e-01,6.779263e-01,6.779674e-01,6.764311e-01
1.660522e+02,6.655977e-01,6.656151e-01,6.656568e-01,6.640921e-01
1.690562e+02,6.535014e-01,6.535185e-01,6.535606e-01,6.519671e-01
1.721145e+02,6.416157e-01,6.416325e-01,6.416752e-01,6.400521e-01
1.752282e+02,6.299369e-01,6.299534e-01,6.299965e-01,6.283435e-01
1.783982e+02,6.184612e-01,6.184774e-01,6.185211e-01,6.168374e-01
1.816255e+02,6.071850e-01,6.072010e-01,6.072451e-01,6.055303e-01
1.849112e+02,5.961047e-01,5.961204e-01,5.961649e-01,5.944184e-01
1.882564e+02,5.852168e-01,5.852321e-01,5.852772e-01,5.834982e-01
1.916621e+02,5.745177e-01,5.745328e-01,5.745783e-01,5.727664e-01
1.951293e+02,5.640042e-01,5.640190e-01,5.640650e-01,5.622193e-01
1.986593e+02,5.536728e-01,5.536873e-01,5.537338e-01,5.518538e-01
2.022532e+02,5.435203e-01,5.435346e-01,5.435814e-01,5.416666e-01
2.059121e+02,5.335434e-01,5.335575e-01,5.336048e-01,5.316543e-01
2.096372e+02,5.237391e-01,5.237529e-01,5.238006e-01,5.218138e-01
2.134296e+02,5.141041e-01,5.141177e-01,5.141658e-01,5.121420e-01
2.172907e+02,5.046356e-01,5.046489e-01,5.046974e-01,5.026358e-01
2.212216e+02,4.953303e-01,4.953435e-01,4.953923e-01,4.932922e-01
2.252237e+02,4.861856e-01,4.861985e-01,4.862477e-01,4.841083e-01
2.292981e+02,4.771983e-01,4.772110e-01,4.772606e-01,4.750812e-01
2.334462e+02,4.683658e-01,4.683783e-01,4.684282e-01,4.662081e-01
2.376694e+02,4.596853e-01,4.596976e-01,4.597477e-01,4.574860e-01
2.419690e+02,4.511540e-01,4.511660e-01,4.512164e-01,4.489124e-01
2.463464e+02,4.427692e-01,4.427811e-01,4.428317e-01,4.404845e-01
2.508029e+02,4.345284e-01,4.345400e-01,4.345909e-01,4.321996e-01
2.553401e+02,4.264289e-01,4.264403e-01,4.264914e-01,4.240552e-01
2.599594e+02,4.184683e-01,4.184795e-01,4.185307e-01,4.160487e-01
2.646622e+02,4.106440e-01,4.106551e-01,4.107064e-01,4.081777e-01
2.694501e+02,4.029537e-01,4.029645e-01,4.030160e-01,4.004397e-01
2.743246e+02,3.953949e-01,3.954055e-01,3.954571e-01,3.928322e-01
2.792873e+02,3.879653e-01,3.879758e-01,3.880273e-01,3.853530e-01
2.843398e+02,3.806626e-01,3.806729e-01,3.807245e-01,3.779997e-01
2.894836e+02,3.734846e-01,3.734948e-01,3.735463e-01,3.707701e-01
2.947206e+02,3.664291e-01,3.664391e-01,3.664905e-01,3.636618e-01
3.000522e+02,3.594939e-01,3.595037e-01,3.595550e-01,3.566728e-01
3.054804e+02,3.526769e-01,3.526865e-01,3.527377e-01,3.498010e-01
3.110067e+02,3.459760e-01,3.459854e-01,3.460364e-01,3.430441e-01
3.166330e+02,3.393891e-01,3.393984e-01,3.394491e-01,3.364002e-01
3.223611e+02,3.329144e-01,3.329236e-01,3.329740e-01,3.298672e-01
3.281928e+02,3.265498e-01,3.265588e-01,3.266089e-01,3.234432e-01
