w_rad_s,Gc_hinf_mag,Gc_youlah_mag,Gc_reduced_mag,Gc_discrete_mag
3.341300e+02,3.202935e-01,3.203023e-01,3.203519e-01,3.171262e-01
3.401746e+02,3.141435e-01,3.141521e-01,3.142013e-01,3.109143e-01
3.463286e+02,3.080980e-01,3.081065e-01,3.081551e-01,3.048058e-01
3.525939e+02,3.021552e-01,3.021636e-01,3.022117e-01,2.987987e-01
3.589725e+02,2.963134e-01,2.963216e-01,2.963691e-01,2.928912e-01
3.654665e+02,2.905708e-01,2.905789e-01,2.906257e-01,2.870817e-01
3.720780e+02,2.849258e-01,2.849338e-01,2.849798e-01,2.813685e-01
3.788092e+02,2.793767e-01,2.793846e-01,2.794297e-01,2.757498e-01
3.856620e+02,2.739219e-01,2.739296e-01,2.739738e-01,2.702240e-01
3.926389e+02,2.685598e-01,2.685674e-01,2.686107e-01,2.647895e-01
3.997420e+02,2.632889e-01,2.632963e-01,2.633386e-01,2.594448e-01
4.069736e+02,2.581076e-01,2.581149e-01,2.581561e-01,2.541883e-01
4.143359e+02,2.530145e-01,2.530217e-01,2.530617e-01,2.490186e-01
4.218315e+02,2.480081e-01,2.480152e-01,2.480539e-01,2.439341e-01
4.294627e+02,2.430870e-01,2.430940e-01,2.431314e-01,2.389334e-01
4.372320e+02,2.382499e-01,2.382567e-01,2.382928e-01,2.340152e-01
4.451418e+02,2.334953e-01,2.335021e-01,2.335367e-01,2.291780e-01
4.531946e+02,2.288221e-01,2.288287e-01,2.288617e-01,2.244206e-01
4.613932e+02,2.242287e-01,2.242352e-01,2.242667e-01,2.197415e-01
4.697401e+02,2.197141e-01,2.197205e-01,2.197503e-01,2.151396e-01
4.782380e+02,2.152769e-01,2.152832e-01,2.153113e-01,2.106137e-01
4.868896e+02,2.109160e-01,2.109222e-01,2.109485e-01,2.061623e-01
4.956977e+02,2.066302e-01,2.066363e-01,2.066607e-01,2.017845e-01
5.046652e+02,2.024183e-01,2.024243e-01,2.024467e-01,1.974790e-01
5.137949e+02,1.982792e-01,1.982851e-01,1.983055e-01,1.932447e-01
5.230897e+02,1.942118e-01,1.942176e-01,1.942359e-01,1.890804e-01
5.325527e+02,1.902150e-01,1.902207e-01,1.902369e-01,1.849852e-01
5.421869e+02,1.862878e-01,1.862934e-01,1.863074e-01,1.809578e-01
5.519954e+02,1.824291e-01,1.824346e-01,1.824464e-01,1.769974e-01
5.619814e+02,1.786379e-01,1.786433e-01,1.786528e-01,1.731029e-01
5.721479e+02,1.749132e-01,1.749185e-01,1.749257e-01,1.692733e-01
5.824984e+02,1.712541e-01,1.712593e-01,1.712641e-01,1.655076e-01
5.930362e+02,1.676596e-01,1.676647e-01,1.676671e-01,1.618049e-01
6.037646e+02,1.641288e-01,1.641338e-01,1.641338e-01,1.581642e-01
6.146870e+02,1.606608e-01,1.606657e-01,1.606631e-01,1.545848e-01
6.258071e+02,1.572546e-01,1.572594e-01,1.572544e-01,1.510656e-01
6.371283e+02,1.539094e-01,1.539142e-01,1.539066e-01,1.476058e-01
6.486544e+02,1.506244e-01,1.506290e-01,1.506190e-01,1.442047e-01
6.603889e+02,1.473986e-01,1.474032e-01,1.473906e-01,1.408612e-01
6.723358e+02,1.442313e-01,1.442358e-01,1.442207e-01,1.375747e-01
6.844987e+02,1.411217e-01,1.411261e-01,1.411085e-01,1.343443e-01
6.968817e+02,1.380688e-01,1.380732e-01,1.380531e-01,1.311692e-01
7.094887e+02,1.350721e-01,1.350763e-01,1.350538e-01,1.280487e-01
7.223238e+02,1.321306e-01,1.321348e-01,1.321098e-01,1.249820e-01
7.353911e+02,1.292436e-01,1.292477e-01,1.292204e-01,1.219684e-01
7.486947e+02,1.264103e-01,1.264143e-01,1.263847e-01,1.190071e-01
7.622391e+02,1.236300e-01,1.236340e-01,1.236021e-01,1.160973e-01
7.760284e+02,1.209019e-01,1.209058e-01,1.208718e-01,1.132385e-01
7.900673e+02,1.182254e-01,1.182292e-01,1.181931e-01,1.104298e-01
8.043601e+02,1.155996e-01,1.156034e-01,1.155653e-01,1.076706e-01
8.189114e+02,1.130240e-01,1.130276e-01,1.129876e-01,1.049601e-01
8.337260e+02,1.104976e-01,1.105012e-01,1.104594e-01,1.022977e-01
8.488086e+02,1.080199e-01,1.080235e-01,1.079799e-01,9.968269e-02
8.641641e+02,1.055902e-01,1.055937e-01,1.055485e-01,9.711440e-02
8.797973e+02,1.032077e-01,1.032111e-01,1.031646e-01,9.459213e-02
8.957134e+02,1.008718e-01,1.008751e-01,1.008273e-01,9.211524e-02
9.119174e+02,9.858176e-02,9.858504e-02,9.853601e-02,8.968303e-02
9.284145e+02,9.633691e-02,9.634013e-02,9.629010e-02,8.729486e-02
9.452101e+02,9.413659e-02,9.413975e-02,9.408887e-02,8.495004e-02
9.623095e+02,9.198012e-02,9.198321e-02,9.193166e-02,8.264793e-02
9.797183e+02,8.986682e-02,8.986985e-02,8.981779e-02,8.038784e-02
9.974420e+02,8.779604e-02,8.779901e-02,8.774662e-02,7.816914e-02
1.015486e+03,8.576710e-02,8.577002e-02,8.571747e-02,7.599114e-02
1.033857e+03,8.377936e-02,8.378221e-02,8.372969e-02,7.385320e-02
1.052560e+03,8.183214e-02,8.183494e-02,8.178264e-02,7.175465e-02
1.071602e+03,7.992481e-02,7.992755e-02,7.987565e-02,6.969483e-02
1.090988e+03,7.805671e-02,7.805939e-02,7.800809e-02,6.767307e-02
1.110724e+03,7.622719e-02,7.622982e-02,7.617930e-02,6.568873e-02
1.130818e+03,7.443562e-02,7.443819e-02,7.438864e-02,6.374113e-02
1.151275e+03,7.268135e-02,7.268386e-02,7.263548e-02,6.182961e-02
1.172102e+03,7.096374e-02,7.096621e-02,7.091918e-02,5.995353e-02
1.193306e+03,6.928218e-02,6.928459e-02,6.923909e-02,5.811221e-02
1.214894e+03,6.763602e-02,6.763839e-02,6.759460e-02,5.630500e-02
1.236872e+03,6.602466e-02,6.602697e-02,6.598507e-02,5.453125e-02
1.259248e+03,6.444747e-02,6.444973e-02,6.440988e-02,5.279030e-02
1.282028e+03,6.290383e-02,6.290605e-02,6.286842e-02,5.108150e-02
1.305221e+03,6.139315e-02,6.139532e-02,6.136006e-02,4.940421e-02
1.328833e+03,5.991482e-02,5.991694e-02,5.988421e-02,4.775779e-02
1.352873e+03,5.846825e-02,5.847032e-02,5.844024e-02,4.614160e-02
1.377347e+03,5.705284e-02,5.705486e-02,5.702757e-02,4.455502e-02
1.402264e+03,5.566802e-02,5.566999e-02,5.564561e-02,4.299743e-02
1.427632e+03,5.431320e-02,5.431513e-02,5.429375e-02,4.146821e-02
1.453459e+03,5.298782e-02,5.298970e-02,5.297142e-02,3.996677e-02
1.479753e+03,5.169131e-02,5.169315e-02,5.167805e-02,3.849253e-02
1.506522e+03,5.042312e-02,5.042492e-02,5.041307e-02,3.704491e-02
1.533776e+03,4.918270e-02,4.918446e-02,4.917591e-02,3.562335e-02
1.561523e+03,4.796952e-02,4.797123e-02,4.796602e-02,3.422734e-02
1.589772e+03,4.678303e-02,4.678471e-02,4.678285e-02,3.285634e-02
1.618532e+03,4.562272e-02,4.562436e-02,4.562588e-02,3.150988e-02
1.647812e+03,4.448807e-02,4.448967e-02,4.449456e-02,3.018748e-02
1.677622e+03,4.337858e-02,4.338014e-02,4.338837e-02,2.888872e-02
1.707971e+03,4.229375e-02,4.229527e-02,4.230681e-02,2.761319e-02
1.738869e+03,4.123308e-02,4.123456e-02,4.124936e-02,2.636054e-02
1.770327e+03,4.019610e-02,4.019755e-02,4.021553e-02,2.513043e-02
1.802353e+03,3.918233e-02,3.918375e-02,3.920483e-02,2.392260e-02
1.834959e+03,3.819132e-02,3.819270e-02,3.821679e-02,2.273682e-02
1.868154e+03,3.722260e-02,3.722395e-02,3.725094e-02,2.157293e-02
1.901950e+03,3.627574e-02,3.627705e-02,3.630682e-02,2.043080e-02
1.936357e+03,3.535029e-02,3.535157e-02,3.538397e-02,1.931042e-02
1.971387e+03,3.444584e-02,3.444708e-02,3.448196e-02,1.821181e-02
2.007051e+03,3.356194e-02,3.356316e-02,3.360036e-02,1.713510e-02
2.043360e+03,3.269821e-02,3.269939e-02,3.273874e-02,1.608050e-02
2.080325e+03,3.185423e-02,3.185539e-02,3.189670e-02,1.504831e-02
2.117960e+03,3.102962e-02,3.103074e-02,3.107382e-02,1.403897e-02
2.156275e+03,3.022397e-02,3.022507e-02,3.026971e-02,1.305300e-02
2.195283e+03,2.943692e-02,2.943799e-02,2.948399e-02,1.209108e-02
2.234997e+03,2.866810e-02,2.866914e-02,2.871629e-02,1.115401e-02
2.275430e+03,2.791714e-02,2.791815e-02,2.796622e-02,1.024274e-02
2.316593e+03,2.718368e-02,2.718467e-02,2.723344e-02,9.358388e-03
2.358502e+03,2.646738e-02,2.646834e-02,2.651760e-02,8.502220e-03
2.401169e+03,2.576790e-02,2.576883e-02,2.581834e-02,7.675692e-03
2.444607e+03,2.508489e-02,2.508579e-02,2.513533e-02,6.880432e-03
2.488832e+03,2.441803e-02,2.441891e-02,2.446826e-02,6.118244e-03
2.533856e+03,2.376700e-02,2.376786e-02,2.381679e-02,5.391108e-03
2.579695e+03,2.313148e-02,2.313231e-02,2.318062e-02,4.701162e-03
2.626364e+03,2.251116e-02,2.251197e-02,2.255943e-02,4.050673e-03
2.673876e+03,2.190573e-02,2.190652e-02,2.195294e-02,3.441986e-03
2.722248e+03,2.131490e-02,2.131567e-02,2.136085e-02,2.877444e-03
2.771495e+03,2.073837e-02,2.073912e-02,2.078287e-02,2.359246e-03
2.821633e+03,2.017586e-02,2.017658e-02,2.021873e-02,1.889226e-03
2.872678e+03,1.962707e-02,1.962778e-02,1.966816e-02,1.468489e-03
2.924647e+03,1.909173e-02,1.909241e-02,1.913088e-02,1.096847e-03
2.977555e+03,1.856956e-02,1.857023e-02,1.860663e-02,7.719614e-04
3.031421e+03,1.806030e-02,1.806095e-02,1.809516e-02,4.881862e-04
3.086261e+03,1.756367e-02,1.756430e-02,1.759621e-02,2.353233e-04
3.142094e+03,1.707942e-02,1.708004e-02,1.710955e-02,nan
3.198936e+03,1.660730e-02,1.660789e-02,1.663492e-02,nan
3.256807e+03,1.614704e-02,1.614762e-02,1.617209e-02,nan
3.315724e+03,1.569840e-02,1.569896e-02,1.572082e-02,nan
3.375708e+03,1.526113e-02,1.526168e-02,1.528089e-02,nan
3.436776e+03,1.483500e-02,1.483553e-02,1.485207e-02,nan
3.498950e+03,1.441977e-02,1.442028e-02,1.443414e-02,nan
3.562248e+03,1.401520e-02,1.401570e-02,1.402688e-02,nan
3.626691e+03,1.362107e-02,1.362155e-02,1.363007e-02,nan
3.692300e+03,1.323715e-02,1.323762e-02,1.324350e-02,nan
3.759096e+03,1.286322e-02,1.286368e-02,1.286697e-02,nan
3.827100e+03,1.249906e-02,1.249951e-02,1.250027e-02,nan
3.896335e+03,1.214446e-02,1.214490e-02,1.214319e-02,nan
3.966822e+03,1.179922e-02,1.179964e-02,1.179553e-02,nan
4.038584e+03,1.146311e-02,1.146352e-02,1.145711e-02,nan
4.111645e+03,1.113595e-02,1.113635e-02,1.112772e-02,nan
4.186027e+03,1.081753e-02,1.081792e-02,1.080717e-02,nan
4.261755e+03,1.050765e-02,1.050803e-02,1.049527e-02,nan
4.338852e+03,1.020613e-02,1.020649e-02,1.019184e-02,nan
4.417345e+03,9.912766e-03,9.913121e-03,9.896690e-03,nan
4.497257e+03,9.627385e-03,9.627729e-03,9.609639e-03,nan
4.578615e+03,9.349799e-03,9.350133e-03,9.330508e-03,nan
4.661445e+03,9.079830e-03,9.080155e-03,9.059118e-03,nan
4.745774e+03,8.817303e-03,8.817618e-03,8.795296e-03,nan
4.831627e+03,8.562044e-03,8.562350e-03,8.538868e-03,nan
4.919034e+03,8.313884e-03,8.314182e-03,8.289664e-03,nan
5.008023e+03,8.072656e-03,8.072945e-03,8.047517e-03,nan
5.098621e+03,7.838197e-03,7.838477e-03,7.812260e-03,nan
5.190858e+03,7.610345e-03,7.610618e-03,7.583730e-03,nan
5.284764e+03,7.388944e-03,7.389208e-03,7.361766e-03,nan
5.380368e+03,7.173836e-03,7.174093e-03,7.146209e-03,nan
5.477703e+03,6.964871e-03,6.965120e-03,6.936903e-03,nan
5.576797e+03,6.761899e-03,6.762141e-03,6.733694e-03,nan
5.677685e+03,6.564772e-03,6.565007e-03,6.536430e-03,nan
5.780398e+03,6.373347e-03,6.373574e-03,6.344961e-03,nan
5.884969e+03,6.187480e-03,6.187701e-03,6.159142e-03,nan
5.991431e+03,6.007034e-03,6.007248e-03,5.978826e-03,nan
6.099820e+03,5.831870e-03,5.832079e-03,5.803873e-03,nan
6.210169e+03,5.661856e-03,5.662058e-03,5.634142e-03,nan
6.322515e+03,5.496858e-03,5.497055e-03,5.469495e-03,nan
6.436893e+03,5.336748e-03,5.336939e-03,5.309799e-03,nan
6.553341e+03,5.181398e-03,5.181583e-03,5.154920e-03,nan
6.671894e+03,5.030683e-03,5.030863e-03,5.004728e-03,nan
6.792593e+03,4.884481e-03,4.884656e-03,4.859096e-03,nan
6.915475e+03,4.742672e-03,4.742842e-03,4.717899e-03,nan
7.040580e+03,4.605138e-03,4.605303e-03,4.581013e-03,nan
7.167949e+03,4.471764e-03,4.471923e-03,4.448319e-03,nan
7.297621e+03,4.342435e-03,4.342590e-03,4.319699e-03,nan
7.429640e+03,4.217041e-03,4.217192e-03,4.195037e-03,nan
7.564046e+03,4.095473e-03,4.095619e-03,4.074220e-03,nan
7.700884e+03,3.977624e-03,3.977766e-03,3.957138e-03,nan
7.840198e+03,3.863390e-03,3.863528e-03,3.843683e-03,nan
7.982032e+03,3.752669e-03,3.752803e-03,3.733749e-03,nan
8.126432e+03,3.645359e-03,3.645490e-03,3.627231e-03,nan
8.273444e+03,3.541364e-03,3.541491e-03,3.524031e-03,nan
8.423115e+03,3.440587e-03,3.440710e-03,3.424048e-03,nan
8.575495e+03,3.342935e-03,3.343055e-03,3.327186e-03,nan
8.730630e+03,3.248316e-03,3.248432e-03,3.233352e-03,nan
8.888573e+03,3.156640e-03,3.156753e-03,3.142453e-03,nan
9.049372e+03,3.067819e-03,3.067929e-03,3.054400e-03,nan
9.213081e+03,2.981769e-03,2.981876e-03,2.969106e-03,nan
9.379751e+03,2.898405e-03,2.898509e-03,2.886485e-03,nan
9.549437e+03,2.817647e-03,2.817748e-03,2.806455e-03,nan
9.722192e+03,2.739414e-03,2.739512e-03,2.728936e-03,nan
9.898072e+03,2.663629e-03,2.663725e-03,2.653847e-03,nan
1.007713e+04,2.590217e-03,2.590310e-03,2.581114e-03,nan
1.025944e+04,2.519104e-03,2.519194e-03,2.510661e-03,nan
1.044504e+04,2.450217e-03,2.450305e-03,2.442415e-03,nan
1.063399e+04,2.383488e-03,2.383573e-03,2.376307e-03,nan
1.082637e+04,2.318848e-03,2.318931e-03,2.312268e-03,nan
1.102222e+04,2.256230e-03,2.256311e-03,2.250231e-03,nan
1.122162e+04,2.195570e-03,2.195649e-03,2.190132e-03,nan
1.142463e+04,2.136806e-03,2.136883e-03,2.131908e-03,nan
1.163131e+04,2.079876e-03,2.079951e-03,2.075497e-03,nan
1.184172e+04,2.024722e-03,2.024794e-03,2.020840e-03,nan
1.205595e+04,1.971285e-03,1.971355e-03,1.967881e-03,nan
1.227405e+04,1.919509e-03,1.919578e-03,1.916563e-03,nan
1.249609e+04,1.869341e-03,1.869407e-03,1.866832e-03,nan
1.272215e+04,1.820727e-03,1.820792e-03,1.818635e-03,nan
1.295230e+04,1.773616e-03,1.773679e-03,1.771922e-03,nan
1.318662e+04,1.727958e-03,1.728020e-03,1.726643e-03,nan
1.342517e+04,1.683706e-03,1.683767e-03,1.682751e-03,nan
1.366804e+04,1.640813e-03,1.640872e-03,1.640200e-03,nan
1.391531e+04,1.599233e-03,1.599290e-03,1.598943e-03,nan
1.416704e+04,1.558922e-03,1.558978e-03,1.558939e-03,nan
1.442333e+04,1.519838e-03,1.519893e-03,1.520145e-03,nan
1.468426e+04,1.481940e-03,1.481993e-03,1.482520e-03,nan
1.494991e+04,1.445188e-03,1.445240e-03,1.446025e-03,nan
1.522036e+04,1.409543e-03,1.409593e-03,1.410622e-03,nan
1.549571e+04,1.374968e-03,1.375017e-03,1.376274e-03,nan
1.577603e+04,1.341427e-03,1.341475e-03,1.342946e-03,nan
1.606143e+04,1.308884e-03,1.308931e-03,1.310602e-03,nan
1.635199e+04,1.277307e-03,1.277353e-03,1.279211e-03,nan
1.664781e+04,1.246662e-03,1.246707e-03,1.248739e-03,nan
1.694898e+04,1.216918e-03,1.216961e-03,1.219156e-03,nan
1.725559e+04,1.188044e-03,1.188086e-03,1.190432e-03,nan
1.756776e+04,1.160011e-03,1.160052e-03,1.162537e-03,nan
1.788557e+04,1.132790e-03,1.132831e-03,1.135444e-03,nan
1.820913e+04,1.106354e-03,1.106394e-03,1.109126e-03,nan
1.853854e+04,1.080677e-03,1.080716e-03,1.083557e-03,nan
1.887392e+04,1.055732e-03,1.055770e-03,1.058711e-03,nan
1.921536e+04,1.031495e-03,1.031532e-03,1.034564e-03,nan
1.956298e+04,1.007943e-03,1.007979e-03,1.011093e-03,nan
1.991688e+04,9.850514e-04,9.850867e-04,9.882749e-04,nan
2.027719e+04,9.627989e-04,9.628333e-04,9.660885e-04,nan
2.064402e+04,9.411639e-04,9.411975e-04,9.445124e-04,nan
2.101748e+04,9.201257e-04,9.201586e-04,9.235264e-04,nan
2.139770e+04,8.996644e-04,8.996966e-04,9.031110e-04,nan
2.178480e+04,8.797609e-04,8.797924e-04,8.832473e-04,nan
2.217890e+04,8.603966e-04,8.604274e-04,8.639171e-04,nan
2.258013e+04,8.415537e-04,8.415838e-04,8.451029e-04,nan
2.298861e+04,8.232150e-04,8.232444e-04,8.267879e-04,nan
2.340449e+04,8.053639e-04,8.053927e-04,8.089558e-04,nan
2.382789e+04,7.879845e-04,7.880127e-04,7.915908e-04,nan
2.425895e+04,7.710614e-04,7.710890e-04,7.746779e-04,nan
2.469781e+04,7.545797e-04,7.546067e-04,7.582025e-04,nan
2.514461e+04,7.385253e-04,7.385517e-04,7.421506e-04,nan
2.559949e+04,7.228842e-04,7.229100e-04,7.265087e-04,nan
2.606260e+04,7.076433e-04,7.076686e-04,7.112637e-04,nan
2.653409e+04,6.927898e-04,6.928146e-04,6.964031e-04,nan
2.701411e+04,6.783114e-04,6.783356e-04,6.819148e-04,nan
2.750281e+04,6.641962e-04,6.642199e-04,6.677870e-04,nan
2.800035e+04,6.504328e-04,6.504561e-04,6.540087e-04,nan
2.850690e+04,6.370103e-04,6.370331e-04,6.405690e-04,nan
2.902260e+04,6.239181e-04,6.239404e-04,6.274574e-04,nan
2.954764e+04,6.111458e-04,6.111677e-04,6.146639e-04,nan
3.008217e+04,5.986838e-04,5.987052e-04,6.021788e-04,nan
3.062638e+04,5.865224e-04,5.865434e-04,5.899928e-04,nan
3.118043e+04,5.746527e-04,5.746733e-04,5.780969e-04,nan
3.174450e+04,5.630658e-04,5.630859e-04,5.664824e-04,nan
3.231878e+04,5.517532e-04,5.517729e-04,5.551409e-04,nan
3.290345e+04,5.407068e-04,5.407261e-04,5.440645e-04,nan
3.349869e+04,5.299186e-04,5.299375e-04,5.332452e-04,nan
3.410470e+04,5.193811e-04,5.193997e-04,5.226758e-04,nan
3.472167e+04,5.090870e-04,5.091052e-04,5.123488e-04,nan
3.534981e+04,4.990292e-04,4.990471e-04,5.022574e-04,nan
3.598931e+04,4.892009e-04,4.892184e-04,4.923948e-04,nan
3.664038e+04,4.795956e-04,4.796127e-04,4.827546e-04,nan
3.730323e+04,4.702069e-04,4.702237e-04,4.733304e-04,nan
3.797806e+04,4.610287e-04,4.610452e-04,4.641163e-04,nan
3.866511e+04,4.520551e-04,4.520713e-04,4.551065e-04,nan
3.936458e+04,4.432805e-04,4.432963e-04,4.462952e-04,nan
4.007671e+04,4.346993e-04,4.347149e-04,4.376772e-04,nan
4.080173e+04,4.263063e-04,4.263216e-04,4.292470e-04,nan
4.153985e+04,4.180963e-04,4.181113e-04,4.209998e-04,nan
4.229133e+04,4.100645e-04,4.100792e-04,4.129305e-04,nan
4.305641e+04,4.022060e-04,4.022204e-04,4.050345e-04,nan
4.383533e+04,3.945162e-04,3.945303e-04,3.973072e-04,nan
4.462833e+04,3.869907e-04,3.870046e-04,3.897441e-04,nan
4.543569e+04,3.796252e-04,3.796388e-04,3.823411e-04,nan
4.625765e+04,3.724155e-04,3.724288e-04,3.750939e-04,nan
4.709448e+04,3.653576e-04,3.653707e-04,3.679987e-04,nan
4.794644e+04,3.584477e-04,3.584605e-04,3.610515e-04,nan
4.881382e+04,3.516818e-04,3.516944e-04,3.542486e-04,nan
4.969689e+04,3.450565e-04,3.450689e-04,3.475864e-04,nan
5.059594e+04,3.385682e-04,3.385804e-04,3.410614e-04,nan
5.151125e+04,3.322135e-04,3.322254e-04,3.346702e-04,nan
5.244312e+04,3.259891e-04,3.260008e-04,3.284095e-04,nan
5.339185e+04,3.198918e-04,3.199032e-04,3.222761e-04,nan
5.435774e+04,3.139184e-04,3.139297e-04,3.162671e-04,nan
5.534111e+04,3.080661e-04,3.080771e-04,3.103793e-04,nan
5.634226e+04,3.023319e-04,3.023427e-04,3.046099e-04,nan
5.736153e+04,2.967129e-04,2.967235e-04,2.989561e-04,nan
5.839923e+04,2.912065e-04,2.912170e-04,2.934152e-04,nan
5.945571e+04,2.858100e-04,2.858203e-04,2.879845e-04,nan
6.053130e+04,2.805209e-04,2.805309e-04,2.826615e-04,nan
6.162634e+04,2.753366e-04,2.753464e-04,2.774437e-04,nan
6.274120e+04,2.702547e-04,2.702644e-04,2.723287e-04,nan
6.387623e+04,2.652729e-04,2.652824e-04,2.673141e-04,nan
6.503179e+04,2.603889e-04,2.603982e-04,2.623977e-04,nan
6.620825e+04,2.556005e-04,2.556096e-04,2.575772e-04,nan
6.740600e+04,2.509055e-04,2.509145e-04,2.528506e-04,nan
6.862541e+04,2.463019e-04,2.463107e-04,2.482157e-04,nan
6.986689e+04,2.417876e-04,2.417962e-04,2.436705e-04,nan
7.113082e+04,2.373606e-04,2.373691e-04,2.392130e-04,nan
7.241762e+04,2.330191e-04,2.330274e-04,2.348413e-04,nan
7.372770e+04,2.287611e-04,2.287693e-04,2.305536e-04,nan
7.506148e+04,2.245849e-04,2.245929e-04,2.263480e-04,nan
7.641939e+04,2.204886e-04,2.204965e-04,2.222228e-04,nan
7.780186e+04,2.164706e-04,2.164784e-04,2.181763e-04,nan
7.920934e+04,2.125292e-04,2.125368e-04,2.142067e-04,nan
8.064229e+04,2.086628e-04,2.086703e-04,2.103125e-04,nan
8.210116e+04,2.048697e-04,2.048771e-04,2.064920e-04,nan
8.358642e+04,2.011485e-04,2.011557e-04,2.027438e-04,nan
8.509855e+04,1.974976e-04,1.975047e-04,1.990662e-04,nan
8.663803e+04,1.939156e-04,1.939225e-04,1.954579e-04,nan
8.820536e+04,1.904009e-04,1.904077e-04,1.919175e-04,nan
8.980105e+04,1.869524e-04,1.869590e-04,1.884434e-04,nan
9.142561e+04,1.835684e-04,1.835750e-04,1.850344e-04,nan
9.307955e+04,1.802479e-04,1.802543e-04,1.816891e-04,nan
9.476342e+04,1.769894e-04,1.769957e-04,1.784062e-04,nan
9.647774e+04,1.737917e-04,1.737979e-04,1.751845e-04,nan
9.822309e+04,1.706535e-04,1.706596e-04,1.720227e-04,nan
1.000000e+05,1.675738e-04,1.675798e-04,1.689197e-04,nan
